Airport_Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_database_timezone,Type
Puerto Bolívar Airport,Puerto Bolivar,Colombia,\N,SKPB,12.2215,-71.9848,90,-5,U,America/Bogota,airport
German Olano Airport,Puerto Carreno,Colombia,PCR,SKPC,6.18472,-67.4932,177,-5,U,America/Bogota,airport
Matecaña International Airport,Pereira,Colombia,PEI,SKPE,4.81267,-75.7395,4416,-5,U,America/Bogota,airport
Pitalito Airport,Pitalito,Colombia,PTX,SKPI,1.85777,-76.0857,4212,-5,U,America/Bogota,airport
Guillermo León Valencia Airport,Popayan,Colombia,PPN,SKPP,2.4544,-76.6093,5687,-5,U,America/Bogota,airport
Antonio Narino Airport,Pasto,Colombia,PSO,SKPS,1.39625,-77.2915,5951,-5,U,America/Bogota,airport
El Embrujo Airport,Providencia,Colombia,PVA,SKPV,13.3569,-81.3583,10,-5,U,America/Bogota,airport
Mariquita Airport,Mariquita,Colombia,MQU,SKQU,5.21256,-74.8836,1531,-5,U,America/Bogota,airport
Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,SKRG,6.16454,-75.4231,6955,-5,U,America/Bogota,airport
Almirante Padilla Airport,Rio Hacha,Colombia,RCH,SKRH,11.5262,-72.926,43,-5,U,America/Bogota,airport
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SJE,SKSJ,2.57969,-72.6394,605,-5,U,America/Bogota,airport
Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.1196,-74.2306,22,-5,U,America/Bogota,airport
Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.5836,-81.7112,19,-5,U,America/Bogota,airport
Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,SVI,SKSV,2.15217,-74.7663,920,-5,U,America/Bogota,airport
Gustavo Vargas Airport,Tame,Colombia,TME,SKTM,6.45108,-71.7603,1050,-5,U,America/Bogota,airport
Santiago Perez Airport,Arauca,Colombia,AUC,SKUC,7.06888,-70.7369,420,-5,U,America/Bogota,airport
El Caraño Airport,Quibdo,Colombia,UIB,SKUI,5.69076,-76.6412,204,-5,U,America/Bogota,airport
Heriberto Gíl Martínez Airport,Tulua,Colombia,ULQ,SKUL,4.08836,-76.2351,3132,-5,U,America/Bogota,airport
Alfonso López Pumarejo Airport,Valledupar,Colombia,VUP,SKVP,10.435,-73.2495,483,-5,U,America/Bogota,airport
Vanguardia Airport,Villavicencio,Colombia,VVC,SKVV,4.16787,-73.6138,1394,-5,U,America/Bogota,airport
Bermejo Airport,Bermejo,Bolivia,BJO,SLBJ,-22.77330017,-64.31289673,1249,-4,U,America/La_Paz,airport
Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42110062,-66.17710114,8360,-4,U,America/La_Paz,airport
Chimore Airport,Chapacura,Bolivia,CCA,SLCH,-16.976834,-65.145568,875,-4,U,America/La_Paz,airport
Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,SLCO,-11.04039955,-68.78299713,889,-4,U,America/La_Paz,airport
El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.51329994,-68.19229889,13355,-4,U,America/La_Paz,airport
Juan Mendoza Airport,Oruro,Bolivia,ORU,SLOR,-17.96260071,-67.07620239,12152,-4,U,America/La_Paz,airport
Capitan Nicolas Rojas Airport,Potosi,Bolivia,POI,SLPO,-19.54310036,-65.72370148,12913,-4,U,America/La_Paz,airport
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,SLPS,-18.975301,-57.820599,440,-4,U,America/La_Paz,airport
Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,SBL,SLSA,-13.76220036,-65.43520355,472,-4,U,America/La_Paz,airport
Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,SLSU,-19.00709915,-65.28869629,9540,-4,U,America/La_Paz,airport
Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,-21.5557003,-64.70130157,6079,-4,U,America/La_Paz,airport
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.81869984,-64.91799927,509,-4,U,America/La_Paz,airport
Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,VLM,SLVM,-21.25519943,-63.4056015,1305,-4,U,America/La_Paz,airport
Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,-17.6448,-63.135399,1224,-4,U,America/La_Paz,airport
Yacuiba Airport,Yacuiba,Bolivia,BYC,SLYA,-21.96089935,-63.65169907,2112,-4,U,America/La_Paz,airport
Johan Adolf Pengel International Airport,Zandery,Suriname,PBM,SMJP,5.452829838,-55.18780136,59,-3,U,America/Paramaribo,airport
Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY,SOCA,4.819809914,-52.36040115,26,-3,U,America/Cayenne,airport
Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,OYP,SOOG,3.897599936,-51.80410004,46,-3,U,America/Cayenne,airport
Huancabamba Airport,Huancabamba,Peru,\N,SPAB,-5.256770134,-79.44290161,6312,-5,U,America/Lima,airport
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,AOP,SPAS,-2.796129942,-76.46659851,728,-5,U,America/Lima,airport
Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,\N,SPAY,-10.72910023,-73.76650238,751,-5,U,America/Lima,airport
Iberia Airport,Iberia,Peru,IBP,SPBR,-11.41160011,-69.48870087,750,-5,U,America/Lima,airport
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.377940178,-74.57430267,513,-5,U,America/Lima,airport
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM,SPEO,-9.149609566,-78.52380371,69,-5,U,America/Lima,airport
Puerto Esperanza Airport,Puerto Esperanza,Peru,\N,SPEP,-9.768130302,-70.70649719,725,-5,U,America/Lima,airport
Cesar Torke Podesta Airport,Moquegua,Peru,\N,SPEQ,-17.17900085,-70.93080139,4480,-5,U,America/Lima,airport
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,-6.787479877,-79.82810211,97,-5,U,America/Lima,airport
Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,AYP,SPHO,-13.15480042,-74.20439911,8917,-5,U,America/Lima,airport
Andahuaylas Airport,Andahuaylas,Peru,ANS,SPHY,-13.70639992,-73.35040283,11300,-5,U,America/Lima,airport
Comandante FAP German Arias Graziani Airport,Anta,Peru,ATA,SPHZ,-9.347439766,-77.5983963,9097,-5,U,America/Lima,airport
Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.0219,-77.114305,113,-5,U,America/Lima,airport
Juanjui Airport,Juanjui,Peru,JJI,SPJI,-7.169099808,-76.72859955,1148,-5,U,America/Lima,airport
Francisco Carle Airport,Jauja,Peru,JAU,SPJJ,-11.78310013,-75.4733963,11034,-5,U,America/Lima,airport
Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,-15.46710014,-70.15820313,12552,-5,U,America/Lima,airport
Ilo Airport,Ilo,Peru,ILQ,SPLO,-17.69499969,-71.34400177,72,-5,U,America/Lima,airport
Las Palmas Air Base,Las Palmas,Peru,\N,SPLP,-12.16069984,-76.99890137,250,-5,U,America/Lima,airport
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,SPME,-3.55253005,-80.38140106,115,-5,U,America/Lima,airport
Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,YMS,SPMS,-5.893770218,-76.11820221,587,-5,U,America/Lima,airport
Collique Airport,Collique,Peru,\N,SPOL,-11.92870045,-77.06109619,410,-5,U,America/Lima,airport
Chachapoyas Airport,Chachapoyas,Peru,CHH,SPPY,-6.201809883,-77.85610199,8333,-5,U,America/Lima,airport
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.784739971,-73.30879974,306,-5,U,America/Lima,airport
Rodríguez Ballón International Airport,Arequipa,Peru,AQP,SPQU,-16.34110069,-71.58309937,8405,-5,U,America/Lima,airport
Capitán FAP Leonardo Alvariño Herr Airport,San Ramon,Peru,\N,SPRM,-11.12860012,-75.35050201,2600,-5,U,America/Lima,airport
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.081410408,-79.1088028,106,-5,U,America/Lima,airport
Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,PIO,SPSO,-13.74489975,-76.22029877,39,-5,U,America/Lima,airport
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,SPST,-6.508739948,-76.37319946,869,-5,U,America/Lima,airport
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,SPTN,-18.05330086,-70.27580261,1538,-5,U,America/Lima,airport
Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM,SPTU,-12.61359978,-69.22859955,659,-5,U,America/Lima,airport
Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,SPUR,-5.205749989,-80.61640167,120,-5,U,America/Lima,airport
Capitan Montes Airport,Talara,Peru,TYL,SPYL,-4.576640129,-81.25409698,282,-5,U,America/Lima,airport
Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,-13.53569984,-71.938797,10860,-5,U,America/Lima,airport
Angel S Adami Airport,Montevideo,Uruguay,\N,SUAA,-34.7892,-56.264702,174,-3,S,America/Montevideo,airport
Santa Bernardina International Airport,Durazno,Uruguay,DZO,SUDU,-33.35889816,-56.49919891,305,-3,S,America/Montevideo,airport
Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.838402,-56.0308,105,-3,S,America/Montevideo,airport
Nueva Hesperides International Airport,Salto,Uruguay,STY,SUSO,-31.43849945,-57.98529816,187,-3,S,America/Montevideo,airport
Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,AGV,SVAC,9.553375244,-69.23786926,640,-4,U,America/Caracas,airport
Anaco Airport,Anaco,Venezuela,AAO,SVAN,9.430225372,-64.47072601,721,-4,U,America/Caracas,airport
San Fernando de Atabapo Airport,San Fernando Deatabapo,Venezuela,\N,SVAT,4.051040173,-67.6996994,301,-4,U,America/Caracas,airport
General José Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA,SVBC,10.111111,-64.692222,30,-4,U,America/Caracas,airport
Barinas Airport,Barinas,Venezuela,BNS,SVBI,8.615,-70.21416667,615,-4,U,America/Caracas,airport
El Libertador Airbase,Maracaibo,Venezuela,\N,SVBL,10.18337536,-67.55731964,1450,-4,U,America/Caracas,airport
Barquisimeto International Airport,Barquisimeto,Venezuela,BRM,SVBM,10.04274654,-69.35861969,2042,-4,U,America/Caracas,airport
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,Venezuela,CBL,SVCB,8.122160912,-63.53695679,197,-4,U,America/Caracas,airport
Caicara del Orinoco Airport,Caicara De Orinoco,Venezuela,CXA,SVCD,7.625510216,-66.16280365,141,-4,U,America/Caracas,airport
San Carlos Airport,San Carlos,Venezuela,\N,SVCJ,9.647720337,-68.5746994,512,-4,U,America/Caracas,airport
Calabozo Airport,Calabozo,Venezuela,CLZ,SVCL,8.924655914,-67.41709137,328,-4,U,America/Caracas,airport
Canaima Airport,Canaima,Venezuela,CAJ,SVCN,6.231988907,-62.85443115,1450,-4,U,America/Caracas,airport
Carora Airport,Carora,Venezuela,VCR,SVCO,10.17560291,-70.06521606,1437,-4,U,America/Caracas,airport
General Francisco Bermúdez Airport,Carupano,Venezuela,CUP,SVCP,10.66001415,-63.2616806,33,-4,U,America/Caracas,airport
José Leonardo Chirinos Airport,Coro,Venezuela,CZE,SVCR,11.4149437,-69.68090057,52,-4,U,America/Caracas,airport
Oscar Machado Zuluaga Airport,Caracas,Venezuela,\N,SVCS,10.28611088,-66.8161087,2145,-4,U,America/Caracas,airport
Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,CUM,SVCU,10.45033264,-64.13047028,14,-4,U,America/Caracas,airport
Capitán Manuel Ríos Airbase,Carrizal,Venezuela,\N,SVCZ,9.372650146,-66.92279816,595,-4,U,America/Caracas,airport
El Dorado Airport,El Dorado,Venezuela,EOR,SVED,6.733333111,-61.58333206,318,-4,U,America/Caracas,airport
Elorza Airport,Elorza,Venezuela,EOZ,SVEZ,7.083333015,-69.53333282,295,-4,U,America/Caracas,airport
Guasdalito Airport,Guasdualito,Venezuela,GDO,SVGD,7.233333111,-70.80000305,426,-4,U,America/Caracas,airport
Guiria Airport,Guiria,Venezuela,GUI,SVGI,10.57407761,-62.31266785,42,-4,U,America/Caracas,airport
Guanare Airport,Guanare,Venezuela,GUQ,SVGU,9.02694416,-69.75514984,606,-4,U,America/Caracas,airport
Higuerote Airport,Higuerote,Venezuela,HGE,SVHG,10.462474,-66.092779,12,-4,U,America/Caracas,airport
Andrés Miguel Salazar Marcano Airport,Isla De Coche,Venezuela,ICC,SVIE,10.794432,-63.98159,10,-4,U,America/Caracas,airport
Josefa Camejo International Airport,Paraguana,Venezuela,LSP,SVJC,11.78077507,-70.15149689,75,-4,U,America/Caracas,airport
San Juan de Los Morros Airport,San Juan De Los Morros,Venezuela,\N,SVJM,9.906952858,-67.37963867,1404,-4,U,America/Caracas,airport
La Fria Airport,La Fria,Venezuela,LFR,SVLF,8.239167213,-72.27102661,305,-4,U,America/Caracas,airport
La Orchila Airport,La Orchila,Venezuela,\N,SVLO,11.80720043,-66.17960358,5,-4,U,America/Caracas,airport
La Chinita International Airport,Maracaibo,Venezuela,MAR,SVMC,10.55820847,-71.7278595,239,-4,U,America/Caracas,airport
Alberto Carnevalli Airport,Merida,Venezuela,MRD,SVMD,8.582078,-71.161041,5007,-4,U,America/Caracas,airport
Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,PMV,SVMG,10.91260338,-63.96659851,74,-4,U,America/Caracas,airport
Simón Bolívar International Airport,Caracas,Venezuela,CCS,SVMI,10.601194,-66.991222,234,-4,U,America/Caracas,airport
Maturín Airport,Maturin,Venezuela,MUN,SVMT,9.754529953,-63.1473999,224,-4,U,America/Caracas,airport
Cacique Aramare Airport,Puerto Ayacucho,Venezuela,PYH,SVPA,5.619989872,-67.60610199,245,-4,U,America/Caracas,airport
General Bartolome Salom International Airport,Puerto Cabello,Venezuela,PBL,SVPC,10.48050022,-68.07299805,32,-4,U,America/Caracas,airport
Paramillo Airport,San Cristobal,Venezuela,SCI,SVPM,7.801320076,-72.20290375,3314,-4,U,America/Caracas,airport
General Manuel Carlos Piar International Airport,Guayana,Venezuela,PZO,SVPR,8.28853035,-62.76039886,472,-4,U,America/Caracas,airport
Palmarito Airport,Palmarito,Venezuela,PTM,SVPT,7.566669941,-70.1832962,347,-4,U,America/Caracas,airport
San Antonio Del Tachira Airport,San Antonio,Venezuela,SVZ,SVSA,7.840829849,-72.43969727,1312,-4,U,America/Caracas,airport
Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,SBB,SVSB,7.803514004,-71.16571808,590,-4,U,America/Caracas,airport
Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,SNV,SVSE,4.554999828,-61.15000153,2938,-4,U,America/Caracas,airport
Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD,SVSO,7.56538,-72.035103,1083,-4,U,America/Caracas,airport
Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,SNF,SVSP,10.2787,-68.755203,761,-4,U,America/Caracas,airport
San Fernando De Apure Airport,San Fernando De Apure,Venezuela,SFD,SVSR,7.883319855,-67.44400024,154,-4,U,America/Caracas,airport
San Tomé Airport,San Tome,Venezuela,SOM,SVST,8.945146561,-64.1510849,861,-4,U,America/Caracas,airport
Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB,SVSZ,8.974550247,-71.94325256,32,-4,U,America/Caracas,airport
Tucupita Airport,Tucupita,Venezuela,TUV,SVTC,9.088994026,-62.09417343,16,-4,U,America/Caracas,airport
Tumeremo Airport,Tumeremo,Venezuela,TMO,SVTM,7.24938,-61.52893,345,-4,U,America/Caracas,airport
Arturo Michelena International Airport,Valencia,Venezuela,VLN,SVVA,10.14973259,-67.92839813,1411,-4,U,America/Caracas,airport
Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,VLV,SVVL,9.340477943,-70.58406067,2060,-4,U,America/Caracas,airport
Valle de La Pascua Airport,Valle De La Pascua,Venezuela,VDP,SVVP,9.222027779,-65.99358368,410,-4,U,America/Caracas,airport
Linden Airport,Linden,Guyana,\N,SYLD,5.96592,-58.270302,180,-4,U,America/Guyana,airport
Lethem Airport,Lethem,Guyana,LTM,SYLT,3.37276,-59.789398,351,-4,U,America/Guyana,airport
V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,TAPA,17.1367,-61.792702,62,-4,U,America/Antigua,airport
Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,TBPB,13.07460022,-59.49250031,169,-4,U,America/Barbados,airport
Canefield Airport,Canefield,Dominica,DCF,TDCF,15.33670044,-61.39220047,13,-4,U,America/Dominica,airport
Douglas-Charles Airport,Dominica,Dominica,DOM,TDPD,15.547,-61.299999,73,-4,U,America/Dominica,airport
Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,FDF,TFFF,14.5909996,-61.00320053,16,-4,U,America/Martinique,airport
L'Espérance Airport,St. Martin,Guadeloupe,SFG,TFFG,18.09989929,-63.04719925,7,-4,U,\N,airport
Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265301,-61.531799,36,-4,U,America/Guadeloupe,airport
Point Salines International Airport,Point Salines,Grenada,GND,TGPY,12.00419998,-61.78620148,41,-4,U,America/Grenada,airport
Cyril E. King Airport,St. Thomas,Virgin Islands,STT,TIST,18.33729935,-64.9733963,23,-4,U,America/St_Thomas,airport
Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,STX,TISX,17.70190048,-64.79859924,74,-4,U,America/St_Thomas,airport
Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,TJBQ,18.49489975,-67.12940216,237,-4,U,America/Puerto_Rico,airport
Diego Jimenez Torres Airport,Fajardo,Puerto Rico,FAJ,TJFA,18.30890083,-65.66190338,64,-4,U,America/Puerto_Rico,airport
Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,SIG,TJIG,18.45680046,-66.09809875,10,-4,U,America/Puerto_Rico,airport
Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,MAZ,TJMZ,18.25569916,-67.14849854,28,-4,U,America/Puerto_Rico,airport
Mercedita Airport,Ponce,Puerto Rico,PSE,TJPS,18.00830078,-66.56300354,29,-4,U,America/Puerto_Rico,airport
Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.43939972,-66.00180054,9,-4,U,America/Puerto_Rico,airport
Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.31119919,-62.71870041,170,-4,U,America/St_Kitts,airport
George F. L. Charles Airport,Castries,Saint Lucia,SLU,TLPC,14.0202,-60.992901,22,-4,U,America/St_Lucia,airport
Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,TLPL,13.7332,-60.952599,14,-4,U,America/St_Lucia,airport
Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,60,-4,U,America/Aruba,airport
Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,TNCB,12.13099957,-68.26850128,20,-4,U,America/Curacao,airport
Hato International Airport,Willemstad,Netherlands Antilles,CUR,TNCC,12.1889,-68.959801,29,-4,U,America/Curacao,airport
F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,EUX,TNCE,17.49650002,-62.97940063,129,-4,U,America/Curacao,airport
Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,18.04100037,-63.10889816,13,-4,U,America/Curacao,airport
Clayton J Lloyd International Airport,The Valley,Anguilla,AXA,TQPF,18.2048,-63.055099,127,-4,U,America/Anguilla,airport
Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,TTCP,11.14970016,-60.8321991,38,-4,U,America/Port_of_Spain,airport
Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.59539986,-61.33720016,58,-4,U,America/Port_of_Spain,airport
Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,EIS,TUPJ,18.44479942,-64.54299927,15,-4,U,America/Tortola,airport
Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC,12.699,-61.3424,11,-4,U,America/St_Vincent,airport
Mustique Airport,Mustique,Saint Vincent and the Grenadines,MQS,TVSM,12.88790035,-61.18019867,8,-4,U,America/St_Vincent,airport
Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,SVD,TVSA,13.156695,-61.149945,136,-4,U,America/St_Vincent,airport
Almaty Airport,Alma-ata,Kazakhstan,ALA,UAAA,43.35210037,77.04049683,2234,6,U,Asia/Qyzylorda,airport
Balkhash Airport,Balkhash,Kazakhstan,BXH,UAAH,46.8932991,75.00499725,1446,6,U,Asia/Qyzylorda,airport
Astana International Airport,Tselinograd,Kazakhstan,TSE,UACC,51.02220154,71.46690369,1165,6,U,Asia/Qyzylorda,airport
Taraz Airport,Dzhambul,Kazakhstan,DMB,UADD,42.85359955,71.3035965,2184,6,U,Asia/Qyzylorda,airport
Manas International Airport,Bishkek,Kyrgyzstan,FRU,UAFM,43.06129837,74.4776001,2058,6,U,Asia/Bishkek,airport
Osh Airport,Osh,Kyrgyzstan,OSS,UAFO,40.60900116,72.79329681,2927,6,U,Asia/Bishkek,airport
Shymkent Airport,Chimkent,Kazakhstan,CIT,UAII,42.36420059,69.47889709,1385,6,U,Asia/Qyzylorda,airport
Uralsk Airport,Uralsk,Kazakhstan,URA,UARR,51.1507988,51.54309845,125,5,U,Asia/Oral,airport
Pavlodar Airport,Pavlodar,Kazakhstan,PWQ,UASP,52.19499969,77.07389832,410,6,U,Asia/Qyzylorda,airport
Semipalatinsk Airport,Semiplatinsk,Kazakhstan,PLX,UASS,50.351295,80.234398,761,6,U,Asia/Qyzylorda,airport
Aktobe Airport,Aktyubinsk,Kazakhstan,AKX,UATT,50.2458,57.206699,738,5,U,Asia/Oral,airport
Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10,4,E,Asia/Baku,airport
Yakutsk Airport,Yakutsk,Russia,YKS,UEEE,62.09329987,129.7709961,325,9,N,Asia/Yakutsk,airport
Mirny Airport,Mirnyj,Russia,MJZ,UERR,62.53469849,114.0390015,1156,9,N,Asia/Yakutsk,airport
Ignatyevo Airport,Blagoveschensk,Russia,BQS,UHBB,50.42539978,127.4120026,638,9,N,Asia/Yakutsk,airport
Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,UHHH,48.52799988,135.1880035,244,10,N,Asia/Vladivostok,airport
Provideniya Bay Airport,Provideniya Bay,Russia,PVS,UHMD,64.37809753,-173.2429962,72,12,N,Asia/Anadyr,airport
Sokol Airport,Magadan,Russia,GDX,UHMM,59.9109993,150.7200012,574,11,N,Asia/Srednekolymsk,airport
Pevek Airport,Pevek,Russia,PWE,UHMP,69.78330231,170.5970001,11,12,N,\N,airport
Yelizovo Airport,Petropavlovsk,Russia,PKC,UHPP,53.16790009,158.4539948,131,12,N,Asia/Anadyr,airport
Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UUS,UHSS,46.88869858,142.7180023,59,11,N,Asia/Srednekolymsk,airport
Vladivostok International Airport,Vladivostok,Russia,VVO,UHWW,43.39899826,132.147995,46,10,N,Asia/Vladivostok,airport
Chita-Kadala Airport,Chita,Russia,HTA,UIAA,52.026299,113.306,2272,9,N,Asia/Yakutsk,airport
Bratsk Airport,Bratsk,Russia,BTK,UIBB,56.37060165,101.697998,1610,8,N,Asia/Irkutsk,airport
Irkutsk Airport,Irkutsk,Russia,IKT,UIII,52.26800156,104.3889999,1675,8,N,Asia/Irkutsk,airport
Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,UUD,UIUU,51.80780029,107.4380035,1690,8,N,Asia/Irkutsk,airport
Boryspil International Airport,Kiev,Ukraine,KBP,UKBB,50.34500122,30.8946991,427,2,E,Europe/Kiev,airport
Donetsk International Airport,Donetsk,Ukraine,DOK,UKCC,48.07360077,37.73970032,791,2,E,Europe/Kiev,airport
Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35720062,35.1006012,481,2,E,Europe/Kiev,airport
Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05220032,33.97510147,639,3,E,Europe/Simferopol,airport
